DURAT	BELGIUM	CANADA	DENMARK	FINLAND	FRANCE	ICELAND	IRELAND	ISRAEL	ITALY	NETHER	NORWAY	PORTUG	SPAIN	SWEDEN	UK	T	POPINFL	OPPINFL	ROPINFL	PROX	IDENT	VOLAT	RESPONSE	INVEST	POLAR	FRACT	NUMST2	PARLBAS	CRISIS	FORMAT	OPPCONC	ELTIME2	ELTIMEB	ELTIMEN	CARETK2	NONPART	ELECTC	ELECTM	SINGPAR	EXTSUP	SALIEN	OPPCON2	OPPCOND	NP	DECPROX	CIEP12	CIEP24	CIEPTW
7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	4	1	27	842	1	59	7	1	-0.27586001	0	0	1	0	0	0	0	0	1	61.127449	0.39024001	0	6.3291101	11	1	1	1
0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	3	1	27	842	0	46	14	3	-0.75555998	0	0	1	0	0	0	0	0	0	61.127449	0.62963003	0	6.3291101	11	1	1	1
11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	4	1	27	842	1	60	4	1	-0.54237002	0	1	0	0	0	0	0	0	0	61.127449	0.80000001	0	6.3291101	11	1	1	1
16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	2	1	38	839	0	27	8	2	-1.42308	1	0	0	0	0	0	0	0	1	61.127449	0.50685	0	6.2111802	11	1	1	1
4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	2	1	38	839	0	29	22	6	-1.3571399	0	0	1	0	0	0	0	0	0	61.127449	0.53521001	0	6.2111802	11	1	1	1
0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	5	1	38	839	0	20	18	3	-3.0526299	0	0	1	0	0	0	0	0	0	61.127449	0.72500002	0	6.2111802	11	1	1	1
0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	2	1	38	839	0	39	10	2	-0.76315999	0	0	1	0	0	0	0	0	0	61.127449	0.47541001	0	6.2111802	11	1	1	1
5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	2	1	38	839	1	56	7	1	-0.43636	0	0	1	0	0	0	0	0	0	61.127449	0.54544997	0	6.2111802	11	1	1	1
0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	2	1	38	839	1	54	28	6	-0.45282999	0	0	1	0	0	0	0	0	0	61.127449	0.52174002	0	6.2111802	11	1	1	1
4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	3	4	13	1	242	3	1	38	839	1	67	0	1	-0.36364001	0	1	0	0	0	1	0	0	0	61.127449	0.72727001	0	6.2111802	11	1	1	1
33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	77	3	0	19	722	1	80	117	1	-0.24051	0	1	0	0	0	1	0	0	0	284.80392	0.94999999	0	3.59712	50	1	0	1
40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	72	3	0	17	712	1	69	11	1	-0.44117999	0	1	0	0	0	1	0	0	0	355.63727	0.96774	0	3.4722199	67	0	0	0
34	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	72	3	0	14	709	1	71	77	1	-0.40000001	1	0	0	0	0	0	0	0	0	355.63727	0.96552002	0	3.43643	67	1	0	1
28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	72	5	0	15	712	1	63	0	1	-0.58064997	1	0	0	0	0	0	0	0	0	355.63727	0.97297001	0	3.4722199	67	1	0	1
11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	72	5	0	15	712	0	15	19	1	-4.9285698	0	1	0	0	0	1	1	1	0	355.63727	0.81176001	0	3.4722199	67	1	1	1
5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	72	5	0	14	687	0	11	0	1	-7.5	1	0	0	0	0	1	0	1	0	355.63727	0.8427	0	3.19489	67	1	1	1
43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	72	5	0	17	710	1	55	1	1	-0.51852	1	0	0	0	0	1	1	0	0	355.63727	0.62221998	0	3.4482801	67	0	0	0
5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	3	34	1	0	15	699	1	53	0	1	-0.59614998	1	0	0	0	0	0	0	0	0	355.63727	0.65956998	0	3.3222599	67	1	1	1
43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	3	34	1	0	15	699	1	53	0	1	-0.59614998	0	1	0	0	0	1	1	0	0	355.63727	0.65956998	0	3.3222599	67	0	0	0
37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	3	34	3	0	15	718	1	53	0	1	-0.57691997	1	0	0	0	0	0	1	0	0	355.63727	0.6383	0	3.5460999	67	0	0	0
8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	117	3	0	15	718	1	53	62	1	-0.57691997	0	1	0	0	0	1	0	0	0	326.47058	0.6383	0	3.5460999	60	1	1	1
36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	117	4	0	17	740	1	53	30	1	-0.69230998	1	0	0	0	0	0	0	0	0	326.47058	0.76595998	0	3.8461499	60	1	0	0
46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	117	5	0	18	704	1	70	58	3	-0.43478	1	0	0	0	0	1	0	0	0	326.47058	1	1	3.3783801	60	0	0	0
13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	117	4	0	23	761	1	66	65	1	-0.50769001	1	0	0	0	0	0	0	0	0	326.47058	0.97059	0	4.1841002	60	1	1	1
2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	117	5	0	23	761	0	23	3	1	-2.40909	0	1	0	0	0	1	0	1	0	326.47058	0.68831003	0	4.1841002	60	1	1	1
39	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	194	3	0	18	736	1	51	67	5	-0.62	1	0	0	0	0	1	0	0	0	493.13727	0.63265002	0	3.7878799	100	0	0	0
48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	4	65	2	194	3	0	17	754	1	62	28	4	-0.62295002	1	0	0	0	0	1	0	0	0	493.13727	1	1	4.0650401	100	0	0	0
40	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	101	4	1	0	724	0	46	0	1	-1.17778	1	0	0	0	0	0	0	0	0	510.7843	0.98148	0	3.6231899	100	1	0	1
35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	101	5	1	0	692	0	46	0	2	-0.71111	1	0	0	0	0	1	0	1	0	406.61765	0.59258997	0	3.2467501	75	1	1	1
34	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	101	4	1	0	671	1	50	13	2	-0.95918	1	0	0	0	0	0	0	0	1	406.61765	0.94	0	3.03951	75	1	1	1
27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	101	5	1	3	636	1	53	0	1	-0.51923001	1	0	0	0	0	0	1	1	0	406.61765	0.57446998	0	2.7472501	75	1	1	1
28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	101	5	1	3	636	1	53	0	1	-0.51923001	0	1	0	0	0	1	0	1	0	406.61765	0.57446998	0	2.7472501	75	1	1	1
42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	2	60	1	1	0	645	0	48	0	1	-0.7234	1	0	0	0	0	1	1	1	0	406.61765	0.65385002	0	2.8169	75	1	0	1
19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	2	60	5	1	0	620	1	50	0	1	-0.67347002	1	0	0	0	0	0	0	1	0	406.61765	0.66000003	0	2.6315801	75	1	1	1
32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	2	60	5	1	0	620	1	50	2	1	-0.67347002	0	1	0	0	0	1	1	1	0	406.61765	0.66000003	0	2.6315801	75	1	1	1
44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	2	60	5	1	0	593	1	52	0	1	-0.66667002	1	0	0	0	0	1	0	1	0	406.61765	0.70832998	0	2.457	75	1	0	1
52	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	73	5	1	0	612	1	50	0	2	-1	1	0	0	0	0	1	0	0	0	373.2843	0.98000002	0	2.5773201	67	0	0	0
29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	73	5	1	0	580	1	56	0	1	-0.52727002	1	0	0	0	0	0	0	1	0	373.2843	0.65908998	0	2.38095	67	1	1	1
18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	73	5	1	0	580	1	56	6	1	-0.52727002	0	1	0	0	0	1	0	1	0	373.2843	0.65908998	0	2.38095	67	1	1	1
7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	96	3	1	0	582	0	48	0	2	-1.06383	1	0	0	0	0	0	0	0	0	427.45099	0.96153998	0	2.3923399	80	1	1	1
8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	96	5	1	0	609	0	48	19	1	-0.80851001	1	0	0	0	0	0	0	1	0	427.45099	0.73076999	0	2.5575399	80	1	1	1
48	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	1	80	3	96	5	1	0	608	1	51	20	1	-0.94	1	0	0	0	0	0	1	0	0	427.45099	0.95918	0	2.5510199	80	1	0	0
11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	125	1	1	11	802	1	54	71	2	-0.54716998	1	0	0	0	0	0	0	0	1	197.05882	0.63042998	0	5.0504999	36	1	1	1
3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	125	1	1	11	802	1	50	0	1	-0.73469001	0	0	1	1	0	0	1	0	0	197.05882	0.72000003	0	5.0504999	36	1	1	1
12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	125	2	1	11	802	1	72	4	3	-0.22535001	0	0	1	0	0	0	0	0	0	197.05882	0.57143003	0	5.0504999	36	1	1	1
18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	125	3	1	11	802	1	72	28	2	-0.22535001	0	0	1	0	0	0	0	0	0	197.05882	0.57143003	0	5.0504999	36	1	1	1
4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	125	1	1	11	802	1	53	0	1	-0.55769002	0	1	0	1	0	1	0	0	0	197.05882	0.61702001	0	5.0504999	36	1	1	1
6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	125	4	1	18	834	1	66	7	1	-0.43077001	0	0	1	0	0	0	0	0	0	197.05882	0.82353002	0	6.0240998	36	1	1	1
16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	125	4	1	18	834	1	57	0	1	-0.66070998	0	1	0	0	0	0	0	0	0	197.05882	0.86047	0	6.0240998	36	1	1	1
13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	125	4	1	16	797	1	71	44	2	-0.35714	1	0	0	0	0	0	0	0	0	197.05882	0.86207002	0	4.9261098	36	1	1	1
17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	81	3	1	18	814	1	55	274	5	-0.61110997	1	0	0	0	0	0	0	0	1	226.22549	0.73333001	0	5.3763399	43	1	1	1
18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	81	3	1	18	814	1	55	10	1	-0.61110997	0	0	1	0	0	0	0	0	1	226.22549	0.73333001	0	5.3763399	43	1	1	1
10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	81	3	1	18	814	1	55	8	1	-0.61110997	0	1	0	0	0	1	0	0	1	226.22549	0.73333001	0	5.3763399	43	1	1	1
17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	81	2	1	5	789	1	60	70	1	-0.54237002	1	0	0	0	0	0	0	0	1	226.22549	0.80000001	0	4.7393398	43	1	1	1
21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	81	4	1	5	789	1	90	0	1	-0.05618	0	0	1	0	0	0	1	0	1	226.22549	0.5	0	4.7393398	43	1	1	1
8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	81	4	1	5	789	1	90	19	1	-0.05618	0	1	0	0	0	1	0	0	1	226.22549	0.5	0	4.7393398	43	1	1	1
8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	1	81	2	1	5	721	1	81	31	1	-0.1375	1	0	0	0	0	0	0	0	1	226.22549	0.57894999	0	3.5842299	43	1	1	1
41	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	2	181	2	1	5	721	1	63	0	1	-0.5	0	1	0	0	0	1	0	0	0	184.55882	0.83784002	0	3.5842299	33	0	0	0
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	2	181	1	1	8	702	1	56	68	3	-0.65455002	1	0	0	0	0	0	0	0	0	184.55882	0.81818002	0	3.35571	33	1	1	1
5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	2	181	3	1	8	702	1	50	53	2	-0.91837001	0	0	1	0	0	0	0	0	0	184.55882	0.89999998	0	3.35571	33	1	1	1
26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	2	181	1	1	8	702	1	56	0	2	-0.65455002	0	1	0	0	0	1	0	0	0	184.55882	0.81818002	0	3.35571	33	1	0	1
4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	2	181	5	1	11	771	0	48	183	3	-1.0212801	1	0	0	0	0	0	0	0	1	184.55882	0.92308003	0	4.3668098	33	1	1	1
44	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	2	181	5	1	11	771	1	64	0	1	-0.55555999	0	1	0	0	0	1	0	0	0	184.55882	0.97222	0	4.3668098	33	0	0	0
25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	2	192	4	1	5	680	0	47	36	1	-1.06522	1	0	0	0	0	0	0	0	1	213.72549	0.92453003	0	3.125	40	1	0	1
9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	2	192	4	1	5	680	0	48	35	1	-1.04255	0	1	0	0	0	1	0	0	1	213.72549	0.94230998	0	3.125	40	1	1	1
25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	40	2	192	3	1	6	741	1	82	52	1	-0.12346	1	0	0	0	0	0	1	0	0	213.72549	0.55555999	0	3.8610001	40	1	0	1
2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	215	2	1	36	652	1	58	7	1	-0.64911997	0	0	1	0	0	0	0	0	0	161.02942	0.88094997	0	2.87356	33	1	1	1
14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	3	1	36	652	1	60	15	2	-0.52542001	0	0	1	0	0	0	0	0	0	98.529411	0.77499998	0	2.87356	18	1	1	1
3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	3	1	36	652	1	54	1	1	-0.58490998	0	0	1	0	0	0	0	0	0	98.529411	0.67391002	0	2.87356	18	1	1	1
23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	3	1	36	652	1	54	10	2	-0.69810998	0	1	0	0	0	1	0	0	0	98.529411	0.80435002	0	2.87356	18	1	1	1
0.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	1	1	36	718	0	44	17	4	-0.93023002	1	0	0	0	0	0	0	1	0	98.529411	0.71429002	0	3.5460999	18	1	1	1
5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	1	1	36	718	0	44	20	2	-0.93023002	0	0	1	1	0	0	0	1	0	98.529411	0.71429002	0	3.5460999	18	1	1	1
0.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	1	1	36	718	0	44	13	2	-0.93023002	0	0	1	0	0	0	0	1	0	98.529411	0.71429002	0	3.5460999	18	1	1	1
16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	1	1	36	718	1	50	11	2	-0.73469001	0	0	1	0	0	0	0	0	1	98.529411	0.72000003	0	3.5460999	18	1	1	1
22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	1	1	36	718	1	50	14	2	-0.73469001	0	0	1	0	0	0	0	0	1	98.529411	0.72000003	0	3.5460999	18	1	1	1
13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	1	1	36	718	0	44	13	2	-0.93023002	0	1	0	0	0	1	0	1	0	98.529411	0.71429002	0	3.5460999	18	1	1	1
7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	5	1	32	710	0	49	12	2	-0.77082998	1	0	0	0	0	0	0	0	0	98.529411	0.72548997	0	3.4482801	18	1	1	1
12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	2	88	5	1	32	710	0	45	20	2	-0.95455003	0	0	1	0	0	0	0	1	1	98.529411	0.76363999	0	3.4482801	18	1	1	1
4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	5	1	32	710	0	45	30	4	-0.95455003	0	0	1	0	0	0	0	1	0	106.86275	0.76363999	0	3.4482801	20	1	1	1
19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	5	1	32	710	0	45	7	1	-0.84091002	0	0	1	0	0	0	0	1	1	106.86275	0.67273003	0	3.4482801	20	1	1	1
15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	5	1	32	710	1	50	19	1	-0.46939	0	1	0	0	0	1	0	0	1	106.86275	0.46000001	0	3.4482801	20	1	1	1
5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	1	1	32	733	0	41	36	2	-1.15	1	0	0	1	0	0	0	1	0	106.86275	0.77965999	0	3.7453201	20	1	1	1
7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	2	1	32	733	1	61	29	1	-0.43333	0	0	1	0	0	0	0	0	0	106.86275	0.66667002	0	3.7453201	20	1	1	1
18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	2	1	32	733	1	61	26	2	-0.43333	0	0	1	0	0	0	0	0	0	106.86275	0.66667002	0	3.7453201	20	1	1	1
27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	2	1	32	733	1	61	33	2	-0.43333	0	1	0	0	0	1	0	0	0	106.86275	0.66667002	0	3.7453201	20	1	1	1
5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	5	1	37	717	0	42	19	2	-1.14634	1	0	0	1	0	0	0	1	0	106.86275	0.81033999	0	3.5335701	20	1	1	1
7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	4	1	37	717	1	58	23	1	-0.54386002	0	0	1	0	0	0	0	0	0	106.86275	0.73809999	0	3.5335701	20	1	1	1
6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	74	5	1	37	717	0	42	31	2	-0.80488002	0	0	1	0	0	0	0	1	1	106.86275	0.56897002	0	3.5335701	20	1	1	1
3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	3	1	37	717	1	58	48	4	-0.54386002	0	0	1	0	0	0	0	0	0	119.36275	0.73809999	0	3.5335701	23	1	1	1
7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	3	1	37	717	1	58	31	2	-0.54386002	0	0	1	0	0	0	0	0	0	119.36275	0.73809999	0	3.5335701	23	1	1	1
10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	2	1	37	717	1	56	0	1	-0.56364	0	0	1	0	0	0	0	0	1	119.36275	0.70455003	0	3.5335701	23	1	1	1
0.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	5	1	37	717	0	42	33	3	-1.14634	0	1	0	1	0	0	0	1	0	119.36275	0.81033999	0	3.5335701	23	1	1	1
12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	2	1	37	719	1	50	121	2	-0.77551001	1	0	0	0	0	0	0	0	1	119.36275	0.75999999	0	3.5587201	23	1	1	1
8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	3	1	37	719	1	58	25	1	-0.49123001	0	0	1	0	0	0	0	0	0	119.36275	0.66667002	0	3.5587201	23	1	1	1
7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	2	1	37	719	1	56	12	1	-0.50909001	0	0	1	0	0	0	0	0	1	119.36275	0.63635999	0	3.5587201	23	1	1	1
14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	5	1	37	719	0	44	51	3	-0.65116	0	0	1	0	0	0	0	0	1	119.36275	0.5	0	3.5587201	23	1	1	1
3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	5	1	37	719	0	42	36	3	-0.97561002	0	1	0	0	0	0	0	1	1	119.36275	0.68966001	0	3.5587201	23	1	1	1
18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	1	1	43	683	0	41	90	2	-1.275	1	0	0	0	0	0	0	1	0	119.36275	0.86440998	0	3.1545701	23	1	1	1
11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	1	1	43	683	0	41	55	2	-0.15000001	0	0	1	0	0	0	0	1	1	119.36275	0.10169	0	3.1545701	23	1	1	1
0.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	1	1	43	683	0	46	47	3	-1.02222	0	1	0	1	0	0	0	0	0	119.36275	0.85184997	0	3.1545701	23	1	1	1
8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	67	5	1	38	710	0	46	126	4	-1.0666699	1	0	0	0	0	0	0	0	0	119.36275	0.88889003	0	3.4482801	23	1	1	1
6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	71	5	1	38	710	1	54	15	1	-0.71697998	0	0	1	0	0	0	0	0	0	127.69608	0.82608998	0	3.4482801	25	1	1	1
7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	71	5	1	38	710	1	57	22	1	-0.625	0	0	1	0	0	0	0	0	0	127.69608	0.81395	0	3.4482801	25	1	1	1
13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	71	5	1	38	710	1	58	33	2	-0.61404002	0	0	1	0	0	0	0	0	0	127.69608	0.83332998	0	3.4482801	25	1	1	1
3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	71	5	1	38	710	1	58	16	1	-0.61404002	0	0	1	0	0	0	0	0	0	127.69608	0.83332998	0	3.4482801	25	1	1	1
5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	71	5	1	38	710	1	56	17	2	-0.63635999	0	1	0	0	0	1	0	0	0	127.69608	0.79544997	0	3.4482801	25	1	1	1
45	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	4	20	1	71	4	1	39	751	1	58	98	2	-0.59649003	1	0	0	0	0	0	0	0	0	127.69608	0.80952001	0	4.0160599	25	1	0	1
30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	40	4	0	8	786	1	76	30	3	-0.10667	1	0	0	0	0	0	0	0	1	495.4902	0.33333001	0	4.6729002	100	1	0	1
15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	50	4	0	8	786	1	76	50	6	-0.21333	0	1	0	0	0	1	0	0	0	328.82352	0.66667002	0	4.6729002	60	1	1	1
46	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	50	2	0	6	785	1	81	69	3	-0.16249999	1	0	0	0	0	1	0	0	0	328.82352	0.68421	0	4.6511598	60	0	0	0
26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	50	3	0	5	754	1	85	12	8	-0.10714	1	0	0	0	0	0	0	0	0	328.82352	0.60000002	0	4.0650401	60	1	0	1
3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	50	2	0	5	754	1	51	12	1	-0.75999999	0	1	0	1	0	1	0	0	0	328.82352	0.77551001	0	4.0650401	60	1	1	1
48	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	50	2	0	3	759	1	62	63	2	-0.57376999	1	0	0	0	0	1	0	0	0	328.82352	0.92105001	0	4.1493802	60	0	0	0
19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	67	3	0	8	778	1	61	70	4	-0.56667	1	0	0	0	0	0	0	0	0	287.15686	0.87178999	0	4.5044999	50	1	1	1
18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	67	2	0	8	778	1	70	46	2	-0.34783	0	0	1	0	0	0	0	0	0	287.15686	0.80000001	0	4.5044999	50	1	1	1
3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	67	3	0	8	778	0	42	39	2	-0.82927001	0	1	0	1	0	1	0	0	0	287.15686	0.58621001	0	4.5044999	50	1	1	1
49	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	67	3	0	16	825	1	57	49	2	-0.625	1	0	0	0	0	1	0	0	0	287.15686	0.81395	0	5.7142901	50	0	0	0
13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	131	2	0	15	844	1	54	69	2	-0.71697998	1	0	0	0	0	0	0	0	0	391.32352	0.82608998	0	6.4102602	75	1	1	1
4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	131	1	0	15	844	0	49	23	2	-0.91667002	0	1	0	0	0	1	0	0	0	391.32352	0.86274999	0	6.4102602	75	1	1	1
46	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	131	4	0	9	844	1	64	163	2	-0.36508	1	0	0	0	0	0	0	0	0	391.32352	0.63889003	0	6.4102602	75	0	0	0
41	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	131	5	0	3	730	1	51	270	7	-0.89999998	1	0	0	0	0	1	0	0	0	391.32352	0.91837001	0	3.7037001	75	0	0	0
